height of plant (m),plant width north-south (m),plant width east-west (m),clinometer distance (m),top of plant (deg),base of plant (deg),shrub shape,shrub class,shrub_measurement_repeat_calc,shrub_measurement_group_calc,shrub_measurement_calc,test note,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
55,65,66,,,,natural,accent,,,,,1,shrub_measurement_repeat,7,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
65,82,81,,,,natural,accent,,,,,2,shrub_measurement_repeat,7,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
49,65,68,,,,natural,accent,,,,,3,shrub_measurement_repeat,7,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
26,35,35,,,,natural,accent,,,,,4,shrub_measurement_repeat,7,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
54,78,100,,,,natural,accent,,,,,5,shrub_measurement_repeat,7,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
18,20,19,,,,natural,accent,,,,,6,shrub_measurement_repeat,8,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
117,188,160,,,,natural,accent,,,,,7,shrub_measurement_repeat,9,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
87,139,160,,,,natural,accent,,,,,8,shrub_measurement_repeat,9,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
120,195,193,,,,natural,accent,,,,,9,shrub_measurement_repeat,9,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
163,193,207,,,,natural,accent,,,,,10,shrub_measurement_repeat,9,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
68,153,162,,,,natural,accent,,,,,11,shrub_measurement_repeat,9,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
35,48,16,,,,natural,naturalized,,,,,12,shrub_measurement_repeat,10,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
68,212,165,,,,spreading,naturalized,,,,,13,shrub_measurement_repeat,11,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
33,8,8,,,,spreading,naturalized,,,,,14,shrub_measurement_repeat,11,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
17,8,8,,,,spreading,naturalized,,,,,15,shrub_measurement_repeat,11,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
346,120,120,,,,upright,accent,,,,,16,shrub_measurement_repeat,12,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
325,110,120,,,,upright,accent,,,,,17,shrub_measurement_repeat,12,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
319,91,120,,,,upright,accent,,,,,18,shrub_measurement_repeat,12,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
319,120,120,,,,upright,accent,,,,,19,shrub_measurement_repeat,12,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
439,140,120,,,,upright,accent,,,,,20,shrub_measurement_repeat,12,224011479,65ed6fcd-1945-4d6a-b715-5cf38fa5bfb6,2023-03-09 17:32:44,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
210,340,470,,,,,,,,,,21,shrub_measurement_repeat,15,224011644,f849b5cc-822b-44f6-b642-dcfedf64ad8a,2023-03-09 17:33:30,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
280,664,632,,,,,,,,,,22,shrub_measurement_repeat,15,224011644,f849b5cc-822b-44f6-b642-dcfedf64ad8a,2023-03-09 17:33:30,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
166,238,245,,,,,,,,,,23,shrub_measurement_repeat,16,224011644,f849b5cc-822b-44f6-b642-dcfedf64ad8a,2023-03-09 17:33:30,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
194,335,254,,,,,,,,,,24,shrub_measurement_repeat,16,224011644,f849b5cc-822b-44f6-b642-dcfedf64ad8a,2023-03-09 17:33:30,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
216,256,197,,,,,,,,,,25,shrub_measurement_repeat,16,224011644,f849b5cc-822b-44f6-b642-dcfedf64ad8a,2023-03-09 17:33:30,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
150,191,214,,,,,,,,,,26,shrub_measurement_repeat,16,224011644,f849b5cc-822b-44f6-b642-dcfedf64ad8a,2023-03-09 17:33:30,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
168,270,241,,,,,,,,,,27,shrub_measurement_repeat,16,224011644,f849b5cc-822b-44f6-b642-dcfedf64ad8a,2023-03-09 17:33:30,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
40,86,85,,,,,,,,,,28,shrub_measurement_repeat,23,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
70,140,140,,,,,,,,,,29,shrub_measurement_repeat,23,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
100,140,76,,,,,,,,,,30,shrub_measurement_repeat,23,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
65,50,55,,,,,,,,,,31,shrub_measurement_repeat,23,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
60,50,55,,,,,,,,,,32,shrub_measurement_repeat,23,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
65,100,110,,,,,,,,,,33,shrub_measurement_repeat,26,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
85,145,175,,,,,,,,,,34,shrub_measurement_repeat,26,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
85,135,145,,,,,,,,,,35,shrub_measurement_repeat,26,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
75,90,90,,,,,,,,,,36,shrub_measurement_repeat,26,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
80,120,135,,,,,,,,,,37,shrub_measurement_repeat,26,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
55,30,30,,,,,,,,,,38,shrub_measurement_repeat,27,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
60,110,127,,,,,,,,,,39,shrub_measurement_repeat,28,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
55,110,140,,,,,,,,,,40,shrub_measurement_repeat,28,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
50,66,70,,,,,,,,,,41,shrub_measurement_repeat,28,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
50,76,80,,,,,,,,,,42,shrub_measurement_repeat,28,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
30,30,30,,,,,,,,,,43,shrub_measurement_repeat,28,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
150,280,295,,,,,,,,,,44,shrub_measurement_repeat,29,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
200,200,180,,,,,,,,,,45,shrub_measurement_repeat,29,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
106,155,130,,,,,,,,,,46,shrub_measurement_repeat,29,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
125,80,110,,,,,,,,,,47,shrub_measurement_repeat,29,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
130,220,200,,,,,,,,,,48,shrub_measurement_repeat,29,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
50,90,100,,,,,,,,,,49,shrub_measurement_repeat,30,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
37,70,50,,,,,,,,,,50,shrub_measurement_repeat,30,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
75,130,120,,,,,,,,,,51,shrub_measurement_repeat,30,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
35,70,80,,,,,,,,,,52,shrub_measurement_repeat,30,224053957,09714674-ee1c-45bf-b6cd-e4035dbc342d,2023-03-09 22:36:18,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
58,77,42,,,,,,,,,,53,shrub_measurement_repeat,37,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
90,84,65,,,,,,,,,,54,shrub_measurement_repeat,37,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
96,200,71,,,,,,,,,,55,shrub_measurement_repeat,37,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
72,110,120,,,,,,,,,,56,shrub_measurement_repeat,37,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
70,23,29,,,,,,,,,,57,shrub_measurement_repeat,37,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
149,240,222,,,,,,,,,,58,shrub_measurement_repeat,38,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
126,199,194,,,,,,,,,,59,shrub_measurement_repeat,38,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
170,274,270,,,,,,,,,,60,shrub_measurement_repeat,38,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
149,227,238,,,,,,,,,,61,shrub_measurement_repeat,38,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
293,273,172,,,,,,,,,,62,shrub_measurement_repeat,38,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
52,36,39,,,,,,,,,,63,shrub_measurement_repeat,39,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
50,41,43,,,,,,,,,,64,shrub_measurement_repeat,39,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
45,36,43,,,,,,,,,,65,shrub_measurement_repeat,39,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
39,42,44,,,,,,,,,,66,shrub_measurement_repeat,41,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
29,29,24,,,,,,,,,,67,shrub_measurement_repeat,42,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
50,27,24,,,,,,,,,,68,shrub_measurement_repeat,42,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
34,27,31,,,,,,,,,,69,shrub_measurement_repeat,42,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
30,34,32,,,,,,,,,,70,shrub_measurement_repeat,43,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
50,34,58,,,,,,,,,,71,shrub_measurement_repeat,43,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
32,30,35,,,,,,,,,,72,shrub_measurement_repeat,43,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
72,103,116,,,,,,,,,,73,shrub_measurement_repeat,44,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
54,97,100,,,,,,,,,,74,shrub_measurement_repeat,44,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
72,128,115,,,,,,,,,,75,shrub_measurement_repeat,44,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
64,103,100,,,,,,,,,,76,shrub_measurement_repeat,44,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
59,90,92,,,,,,,,,,77,shrub_measurement_repeat,44,228115806,38041b25-b263-496d-a269-0fbff265dfa1,2023-03-27 14:58:58,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
78,115,149,,,,,,,,,,78,shrub_measurement_repeat,47,229300469,0f32d684-231e-46b3-a69e-9c549686c655,2023-03-31 20:58:17,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
59,78,79,,,,,,,,,,79,shrub_measurement_repeat,47,229300469,0f32d684-231e-46b3-a69e-9c549686c655,2023-03-31 20:58:17,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
54,84,109,,,,,,,,,,80,shrub_measurement_repeat,47,229300469,0f32d684-231e-46b3-a69e-9c549686c655,2023-03-31 20:58:17,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
87,132,125,,,,,,,,,,81,shrub_measurement_repeat,48,229300469,0f32d684-231e-46b3-a69e-9c549686c655,2023-03-31 20:58:17,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
98,99,131,,,,,,,,,,82,shrub_measurement_repeat,48,229300469,0f32d684-231e-46b3-a69e-9c549686c655,2023-03-31 20:58:17,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
109,135,147,,,,,,,,,,83,shrub_measurement_repeat,48,229300469,0f32d684-231e-46b3-a69e-9c549686c655,2023-03-31 20:58:17,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
153,178,229,,,,,,,,,,84,shrub_measurement_repeat,48,229300469,0f32d684-231e-46b3-a69e-9c549686c655,2023-03-31 20:58:17,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
161,168,124,,,,,,,,,,85,shrub_measurement_repeat,48,229300469,0f32d684-231e-46b3-a69e-9c549686c655,2023-03-31 20:58:17,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
64,100,122,,,,,,,,,,86,shrub_measurement_repeat,52,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
68,85,90,,,,,,,,,,87,shrub_measurement_repeat,52,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
330,380,369,9,,,,,,,,,88,shrub_measurement_repeat,53,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
143,153,148,,,,,,,,,,89,shrub_measurement_repeat,53,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
184,242,237,,,,,,,,,,90,shrub_measurement_repeat,53,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
224,263,274,,,,,,,,,,91,shrub_measurement_repeat,53,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
198,96,203,,,,,,,,,,92,shrub_measurement_repeat,53,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
117,175,164,,,,,,,,,,93,shrub_measurement_repeat,54,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
132,242,241,,,,,,,,,,94,shrub_measurement_repeat,54,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
81,128,135,,,,,,,,,,95,shrub_measurement_repeat,54,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
109,126,99,,,,,,,,,,96,shrub_measurement_repeat,54,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
104,220,242,,,,,,,,,,97,shrub_measurement_repeat,54,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
188,211,186,,,,,,,,,,98,shrub_measurement_repeat,57,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
169,97,105,,,,,,,,,,99,shrub_measurement_repeat,57,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
158,157,139,,,,,,,,,,100,shrub_measurement_repeat,58,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
260,325,329,8,,,,,,,,,101,shrub_measurement_repeat,58,229301412,adb6b69d-cce1-43c1-b7b1-98e16a5c9662,2023-03-31 21:03:09,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
90,130,115,,,,,,,,,,102,shrub_measurement_repeat,63,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
199,345,305,,,,,,,,,,103,shrub_measurement_repeat,63,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
150,226,215,,,,,,,,,,104,shrub_measurement_repeat,63,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
168,200,175,,,,,,,,,,105,shrub_measurement_repeat,63,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
90,116,140,,,,,,,,,,106,shrub_measurement_repeat,63,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
60,100,110,,,,,,,,,,107,shrub_measurement_repeat,64,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
70,120,150,,,,,,,,,,108,shrub_measurement_repeat,64,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
60,110,75,,,,,,,,,,109,shrub_measurement_repeat,64,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
65,125,150,,,,,,,,,,110,shrub_measurement_repeat,64,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
85,155,155,,,,,,,,,,111,shrub_measurement_repeat,64,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
16,9,9,,,,,,,,,,112,shrub_measurement_repeat,65,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
10,10,10,,,,,,,,,,113,shrub_measurement_repeat,66,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
9,10,10,,,,,,,,,,114,shrub_measurement_repeat,66,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
30,30,30,,,,,,,,,,115,shrub_measurement_repeat,66,229302226,8cdb9142-da59-43ce-a0cb-6a3adf272cdd,2023-03-31 21:11:45,,,submitted_via_web,caplter_leia,vQJFcyBBp97S6P34kggpQx,
75,124,116,,,,,,,,,,116,shrub_measurement_repeat,67,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
65,91,78,,,,,,,,,,117,shrub_measurement_repeat,67,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
71,78,84,,,,,,,,,,118,shrub_measurement_repeat,67,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
74,85,89,,,,,,,,,,119,shrub_measurement_repeat,67,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
69,115,109,,,,,,,,,,120,shrub_measurement_repeat,67,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
70,46,45,,,,,,,,,,121,shrub_measurement_repeat,68,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
