height of plant (m),plant width north-south (m),plant width east-west (m),clinometer distance (m),top of plant (deg),base of plant (deg),shrub shape,shrub class,shrub_measurement_repeat_calc,shrub_measurement_group_calc,shrub_measurement_calc,test note,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
0.25,0.32,0.46,,,,rounded,accent,,,,,965,shrub_measurement_repeat,588,235173790,0148f974-af9d-4d7e-b58c-094155e6ea7d,2023-05-01 19:02:01,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.09,0.1,0.11,,,,natural,naturalized,,,,,966,shrub_measurement_repeat,590,235173790,0148f974-af9d-4d7e-b58c-094155e6ea7d,2023-05-01 19:02:01,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.08,0.07,0.08,,,,natural,naturalized,,,,,967,shrub_measurement_repeat,590,235173790,0148f974-af9d-4d7e-b58c-094155e6ea7d,2023-05-01 19:02:01,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.1,0.08,0.09,,,,natural,naturalized,,,,,968,shrub_measurement_repeat,590,235173790,0148f974-af9d-4d7e-b58c-094155e6ea7d,2023-05-01 19:02:01,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.09,0.14,0.1,,,,natural,naturalized,,,,,969,shrub_measurement_repeat,590,235173790,0148f974-af9d-4d7e-b58c-094155e6ea7d,2023-05-01 19:02:01,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.11,0.18,0.16,,,,natural,naturalized,,,,,970,shrub_measurement_repeat,590,235173790,0148f974-af9d-4d7e-b58c-094155e6ea7d,2023-05-01 19:02:01,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.2,0.25,0.26,,,,rounded,accent,,,,,971,shrub_measurement_repeat,592,235173790,0148f974-af9d-4d7e-b58c-094155e6ea7d,2023-05-01 19:02:01,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.37,2.18,2.09,,,,spreading,accent,,,,,972,shrub_measurement_repeat,594,235173807,696d826e-0216-4ed9-b176-319d47f67d86,2023-05-01 19:02:16,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.07,0.04,0.03,,,,natural,naturalized,,,,,973,shrub_measurement_repeat,596,235173807,696d826e-0216-4ed9-b176-319d47f67d86,2023-05-01 19:02:16,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.35,0.17,0.18,,,,upright,accent,,,,,974,shrub_measurement_repeat,598,235173807,696d826e-0216-4ed9-b176-319d47f67d86,2023-05-01 19:02:16,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.78,0.72,0.79,,,,,,,,,,975,shrub_measurement_repeat,602,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.29,0.23,0.32,,,,,,,,,,976,shrub_measurement_repeat,602,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.97,0.33,1.3,,,,,,,,,,977,shrub_measurement_repeat,602,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.68,0.6,0.35,,,,,,,,,,978,shrub_measurement_repeat,602,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.79,1.01,1.08,,,,,,,,,,979,shrub_measurement_repeat,602,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.43,0.27,0.32,,,,,,,,,,980,shrub_measurement_repeat,603,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.34,0.19,0.32,,,,,,,,,,981,shrub_measurement_repeat,603,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.33,0.49,0.62,,,,,,,,,,982,shrub_measurement_repeat,604,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.59,1.19,1.07,,,,,,,,,,983,shrub_measurement_repeat,604,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.22,0.13,0.09,,,,,,,,,,984,shrub_measurement_repeat,604,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.61,1.32,1.26,,,,,,,,,,985,shrub_measurement_repeat,604,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.49,0.46,0.48,,,,,,,,,,986,shrub_measurement_repeat,604,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.67,0.71,0.5,,,,,,,,,,987,shrub_measurement_repeat,605,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.64,0.81,0.74,,,,,,,,,,988,shrub_measurement_repeat,605,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.64,1.03,0.65,,,,,,,,,,989,shrub_measurement_repeat,605,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.75,1.18,1.45,,,,,,,,,,990,shrub_measurement_repeat,605,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.39,0.47,0.52,,,,,,,,,,991,shrub_measurement_repeat,605,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.61,0.57,0.73,,,,,,,,,,992,shrub_measurement_repeat,606,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.6,0.49,0.53,,,,,,,,,,993,shrub_measurement_repeat,606,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.61,0.81,0.73,,,,,,,,,,994,shrub_measurement_repeat,606,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.55,0.22,0.15,,,,,,,,,,995,shrub_measurement_repeat,606,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.39,0.29,0.26,,,,,,,,,,996,shrub_measurement_repeat,606,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.53,1.26,1.14,,,,,,,,,,997,shrub_measurement_repeat,607,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.58,0.58,0.75,,,,,,,,,,998,shrub_measurement_repeat,607,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.43,0.96,0.85,,,,,,,,,,999,shrub_measurement_repeat,607,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.51,1.03,1.37,,,,,,,,,,1000,shrub_measurement_repeat,607,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.41,1,0.84,,,,,,,,,,1001,shrub_measurement_repeat,607,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.03,1.82,1.97,,,,,,,,,,1002,shrub_measurement_repeat,608,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.87,1.4,1.55,,,,,,,,,,1003,shrub_measurement_repeat,608,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.68,1.82,2.15,,,,,,,,,,1004,shrub_measurement_repeat,608,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.61,0.8,0.88,,,,,,,,,,1005,shrub_measurement_repeat,608,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.74,1.14,1.23,,,,,,,,,,1006,shrub_measurement_repeat,608,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.174,1.87,2.25,,,,,,,,,,1007,shrub_measurement_repeat,610,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.82,2.77,2.34,,,,,,,,,,1008,shrub_measurement_repeat,626,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.22,2.18,2.8,,,,,,,,,,1009,shrub_measurement_repeat,626,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.08,1.78,1.62,,,,,,,,,,1010,shrub_measurement_repeat,626,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.29,2.49,2.13,,,,,,,,,,1011,shrub_measurement_repeat,626,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.6,3.57,3.44,,,,,,,,,,1012,shrub_measurement_repeat,626,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.17,1.8,1.56,,,,,,,,,,1013,shrub_measurement_repeat,627,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.75,0.86,1.11,,,,,,,,,,1014,shrub_measurement_repeat,627,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.76,0.54,0.57,,,,,,,,,,1015,shrub_measurement_repeat,627,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.88,0.85,1.1,,,,,,,,,,1016,shrub_measurement_repeat,627,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.95,0.93,1.15,,,,,,,,,,1017,shrub_measurement_repeat,627,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.48,2.15,1.87,,,,,,,,,,1018,shrub_measurement_repeat,628,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.23,1.26,1.45,,,,,,,,,,1019,shrub_measurement_repeat,628,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.73,2.06,1.82,,,,,,,,,,1020,shrub_measurement_repeat,628,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.72,0.78,1.51,,,,,,,,,,1021,shrub_measurement_repeat,628,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.89,1.38,1.5,,,,,,,,,,1022,shrub_measurement_repeat,629,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.7,1.11,1.22,,,,,,,,,,1023,shrub_measurement_repeat,629,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.85,1.58,1.59,,,,,,,,,,1024,shrub_measurement_repeat,629,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.83,1.19,1.16,,,,,,,,,,1025,shrub_measurement_repeat,629,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.9,1.12,0.97,,,,,,,,,,1026,shrub_measurement_repeat,630,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.8,0.62,0.74,,,,,,,,,,1027,shrub_measurement_repeat,630,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.88,0.89,0.89,,,,,,,,,,1028,shrub_measurement_repeat,630,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
1.02,0.65,0.98,,,,,,,,,,1029,shrub_measurement_repeat,631,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.93,0.69,0.76,,,,,,,,,,1030,shrub_measurement_repeat,631,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.59,0.8,1.04,,,,,,,,,,1031,shrub_measurement_repeat,632,235419137,796647a7-8a9f-4c82-a8f8-d85dac3e8db4,2023-05-02 22:51:59,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
0.63,0.71,0.92,,,,,,,,,,1032,shrub_measurement_repeat,634,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.87,1.15,1.51,,,,,,,,,,1033,shrub_measurement_repeat,636,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.7,0.44,0.48,,,,,,,,,,1034,shrub_measurement_repeat,636,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.73,0.73,0.79,,,,,,,,,,1035,shrub_measurement_repeat,636,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.87,0.4,0.68,,,,,,,,,,1036,shrub_measurement_repeat,636,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.75,0.64,0.69,,,,,,,,,,1037,shrub_measurement_repeat,636,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.7,0.85,1.04,,,,,,,,,,1038,shrub_measurement_repeat,638,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.51,0.46,0.68,,,,,,,,,,1039,shrub_measurement_repeat,638,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.75,0.92,0.84,,,,,,,,,,1040,shrub_measurement_repeat,638,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.62,0.79,0.63,,,,,,,,,,1041,shrub_measurement_repeat,638,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.56,0.77,0.94,,,,,,,,,,1042,shrub_measurement_repeat,638,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.8,2.39,2.57,8.4,,,,,,,,,1043,shrub_measurement_repeat,640,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
2.6,2.39,1.12,8.3,,,,,,,,,1044,shrub_measurement_repeat,640,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.42,1.37,1.28,,,,,,,,,,1045,shrub_measurement_repeat,642,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.67,1.97,2.77,,,,,,,,,,1046,shrub_measurement_repeat,644,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.78,2.23,2.3,,,,,,,,,,1047,shrub_measurement_repeat,644,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.05,1.35,1.43,,,,,,,,,,1048,shrub_measurement_repeat,644,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
2.53,2.96,1.94,,,,,,,,,,1049,shrub_measurement_repeat,644,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
2.82,2.59,2.69,,,,,,,,,,1050,shrub_measurement_repeat,644,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.64,0.47,0.4,,,,,,,,,,1051,shrub_measurement_repeat,646,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.74,0.47,0.47,,,,,,,,,,1052,shrub_measurement_repeat,646,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.81,0.49,0.49,,,,,,,,,,1053,shrub_measurement_repeat,646,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.41,0.35,0.3,,,,,,,,,,1054,shrub_measurement_repeat,646,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.56,0.93,1.04,,,,,,,,,,1055,shrub_measurement_repeat,646,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.49,0.52,0.43,,,,,,,,,,1056,shrub_measurement_repeat,648,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.77,0.66,0.46,,,,,,,,,,1057,shrub_measurement_repeat,650,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.53,0.43,0.48,,,,,,,,,,1058,shrub_measurement_repeat,650,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.84,0.85,0.61,,,,,,,,,,1059,shrub_measurement_repeat,650,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.12,1.02,0.82,,,,,,,,,,1060,shrub_measurement_repeat,650,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.07,0.78,0.6,,,,,,,,,,1061,shrub_measurement_repeat,650,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.8,0.64,0.65,,,,,,,,,,1062,shrub_measurement_repeat,652,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.54,0.67,0.79,,,,,,,,,,1063,shrub_measurement_repeat,652,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.28,2.1,1.95,,,,,,,,,,1064,shrub_measurement_repeat,652,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.86,2.46,2.69,,,,,,,,,,1065,shrub_measurement_repeat,652,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.32,1.63,1.9,,,,,,,,,,1066,shrub_measurement_repeat,652,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.72,1.04,0.92,,,,,,,,,,1067,shrub_measurement_repeat,654,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.03,0.86,0.82,,,,,,,,,,1068,shrub_measurement_repeat,654,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.09,0.92,0.76,,,,,,,,,,1069,shrub_measurement_repeat,654,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.54,0.62,0.38,,,,,,,,,,1070,shrub_measurement_repeat,654,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.47,0.4,0.43,,,,,,,,,,1071,shrub_measurement_repeat,654,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.17,0.08,0.08,,,,,,,,,,1072,shrub_measurement_repeat,656,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.4,0.26,0.26,,,,,,,,,,1073,shrub_measurement_repeat,656,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.47,0.3,0.33,,,,,,,,,,1074,shrub_measurement_repeat,656,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.37,0.3,0.41,,,,,,,,,,1075,shrub_measurement_repeat,656,235664572,a558fbf2-1dc3-4ed3-80f3-94a84042012e,2023-05-03 22:14:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
