synoptic photo of the plot,synoptic photo of the plot_URL,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
1683743934131.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fef9536d5-b774-44ae-beb0-8ef5983c814d%2F1683743934131.jpg,62,ESCA_plot,38,237347871,ef9536d5-b774-44ae-beb0-8ef5983c814d,2023-05-10 23:05:16,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683755245884.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F4b8f5b2b-9d1a-479b-8d9c-e837ea68dbcd%2F1683755245884.jpg,63,ESCA_plot,39,237347904,4b8f5b2b-9d1a-479b-8d9c-e837ea68dbcd,2023-05-10 23:05:52,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683755255693.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F4b8f5b2b-9d1a-479b-8d9c-e837ea68dbcd%2F1683755255693.jpg,64,ESCA_plot,39,237347904,4b8f5b2b-9d1a-479b-8d9c-e837ea68dbcd,2023-05-10 23:05:52,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683825148903.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F6ed30c3a-184c-445b-9743-960ffa376a60%2F1683825148903.jpg,65,ESCA_plot,40,237622023,6ed30c3a-184c-445b-9743-960ffa376a60,2023-05-11 22:34:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683825181528.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F6ed30c3a-184c-445b-9743-960ffa376a60%2F1683825181528.jpg,66,ESCA_plot,40,237622023,6ed30c3a-184c-445b-9743-960ffa376a60,2023-05-11 22:34:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683834477545.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F3877a4b8-412e-4439-8210-01c1ac0bd175%2F1683834477545.jpg,67,ESCA_plot,41,237622032,3877a4b8-412e-4439-8210-01c1ac0bd175,2023-05-11 22:35:04,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683834489054.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F3877a4b8-412e-4439-8210-01c1ac0bd175%2F1683834489054.jpg,68,ESCA_plot,41,237622032,3877a4b8-412e-4439-8210-01c1ac0bd175,2023-05-11 22:35:04,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683834502437.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F3877a4b8-412e-4439-8210-01c1ac0bd175%2F1683834502437.jpg,69,ESCA_plot,41,237622032,3877a4b8-412e-4439-8210-01c1ac0bd175,2023-05-11 22:35:04,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683906970871.jpg,http://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F7e1e21a2-4234-4a0a-98ad-044a6d6387d2%2F1683906970871.jpg,70,ESCA_plot,42,237856802,836ae986-8e58-4712-aed4-06e00d17348a,2023-05-12 20:15:33,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1683918612705.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F87ac4c60-7f42-457e-ba86-376b711cfec3%2F1683918612705.jpg,71,ESCA_plot,43,237856902,87ac4c60-7f42-457e-ba86-376b711cfec3,2023-05-12 20:16:20,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684173626285.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F2bf9960c-620d-4dd8-b81c-aa8f189312b6%2F1684173626285.jpg,72,ESCA_plot,44,238459317,2bf9960c-620d-4dd8-b81c-aa8f189312b6,2023-05-15 22:51:56,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684173636991.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F2bf9960c-620d-4dd8-b81c-aa8f189312b6%2F1684173636991.jpg,73,ESCA_plot,44,238459317,2bf9960c-620d-4dd8-b81c-aa8f189312b6,2023-05-15 22:51:56,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684187543657.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fb9925239-ebf4-418b-a010-d4169970f4b3%2F1684187543657.jpg,74,ESCA_plot,45,238459344,b9925239-ebf4-418b-a010-d4169970f4b3,2023-05-15 22:52:15,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684187555376.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fb9925239-ebf4-418b-a010-d4169970f4b3%2F1684187555376.jpg,75,ESCA_plot,45,238459344,b9925239-ebf4-418b-a010-d4169970f4b3,2023-05-15 22:52:15,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684257495427.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fca876f17-bae0-4f29-9293-6831223a68c3%2F1684257495427.jpg,76,ESCA_plot,46,238730367,ca876f17-bae0-4f29-9293-6831223a68c3,2023-05-16 22:45:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684257518399.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fca876f17-bae0-4f29-9293-6831223a68c3%2F1684257518399.jpg,77,ESCA_plot,46,238730367,ca876f17-bae0-4f29-9293-6831223a68c3,2023-05-16 22:45:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684268691160.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fa1dd9916-e624-4690-9cb5-03c34b2972db%2F1684268691160.jpg,78,ESCA_plot,47,238730388,a1dd9916-e624-4690-9cb5-03c34b2972db,2023-05-16 22:45:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684268703290.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fa1dd9916-e624-4690-9cb5-03c34b2972db%2F1684268703290.jpg,79,ESCA_plot,47,238730388,a1dd9916-e624-4690-9cb5-03c34b2972db,2023-05-16 22:45:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684346013993.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F388979cd-152b-415c-b551-00396a9e3067%2F1684346013993.jpg,80,ESCA_plot,48,239016156,388979cd-152b-415c-b551-00396a9e3067,2023-05-17 23:31:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684346036574.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F388979cd-152b-415c-b551-00396a9e3067%2F1684346036574.jpg,81,ESCA_plot,48,239016156,388979cd-152b-415c-b551-00396a9e3067,2023-05-17 23:31:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684355043081.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fc155c383-8e81-4f47-9a2d-7173c92081ef%2F1684355043081.jpg,82,ESCA_plot,49,239016198,c155c383-8e81-4f47-9a2d-7173c92081ef,2023-05-17 23:31:31,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684355051972.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fc155c383-8e81-4f47-9a2d-7173c92081ef%2F1684355051972.jpg,83,ESCA_plot,49,239016198,c155c383-8e81-4f47-9a2d-7173c92081ef,2023-05-17 23:31:31,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684427941578.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fea1d5332-2ba2-471b-b8c3-c87224c311c4%2F1684427941578.jpg,84,ESCA_plot,50,239288024,ea1d5332-2ba2-471b-b8c3-c87224c311c4,2023-05-18 22:21:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684435523926.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F9b26e65c-d1c4-45d5-9aec-c2a317a996fd%2F1684435523926.jpg,85,ESCA_plot,51,239288084,9b26e65c-d1c4-45d5-9aec-c2a317a996fd,2023-05-18 22:21:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684442480243.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F8c024dda-bf25-4b40-bde2-cc4da08a2912%2F1684442480243.jpg,86,ESCA_plot,52,239288139,8c024dda-bf25-4b40-bde2-cc4da08a2912,2023-05-18 22:22:10,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684514022449.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fc47853e9-4a5e-4576-b4cc-adbcabcda8fe%2F1684514022449.jpg,87,ESCA_plot,53,239558968,c47853e9-4a5e-4576-b4cc-adbcabcda8fe,2023-05-19 20:26:09,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684521839568.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F5ff14c89-dc5e-43a9-892f-8864ac190bed%2F1684521839568.jpg,88,ESCA_plot,54,239558975,5ff14c89-dc5e-43a9-892f-8864ac190bed,2023-05-19 20:26:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684774489114.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fea8e1a60-cdb8-4182-8de8-69098df59a4f%2F1684774489114.jpg,89,ESCA_plot,55,240183813,ea8e1a60-cdb8-4182-8de8-69098df59a4f,2023-05-22 21:36:20,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684783553404.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F5da3d841-6723-4dab-8d17-cf570e21a6dd%2F1684783553404.jpg,90,ESCA_plot,56,240183828,5da3d841-6723-4dab-8d17-cf570e21a6dd,2023-05-22 21:36:24,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684866515030.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F3c71c5be-f4c4-4dc1-8ec7-c976f9b692c0%2F1684866515030.jpg,91,ESCA_plot,57,240459398,3c71c5be-f4c4-4dc1-8ec7-c976f9b692c0,2023-05-23 22:46:06,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684866532968.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F3c71c5be-f4c4-4dc1-8ec7-c976f9b692c0%2F1684866532968.jpg,92,ESCA_plot,57,240459398,3c71c5be-f4c4-4dc1-8ec7-c976f9b692c0,2023-05-23 22:46:06,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684876966656.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F6becf0f0-eada-4465-863d-c069298587c1%2F1684876966656.jpg,93,ESCA_plot,58,240459430,6becf0f0-eada-4465-863d-c069298587c1,2023-05-23 22:46:32,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684952244763.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fa7f6a85a-fc6b-4935-bb1b-1871c868c776%2F1684952244763.jpg,94,ESCA_plot,59,240721028,a7f6a85a-fc6b-4935-bb1b-1871c868c776,2023-05-24 19:32:44,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1684943311079.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fffffaca4-2a0f-47b0-a6e6-06369a4c702e%2F1684943311079.jpg,95,ESCA_plot,60,240721249,ffffaca4-2a0f-47b0-a6e6-06369a4c702e,2023-05-24 19:33:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685027758935.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fb8483dbc-66d1-4218-8f18-2de9bec39993%2F1685027758935.jpg,96,ESCA_plot,61,241008493,b8483dbc-66d1-4218-8f18-2de9bec39993,2023-05-25 20:04:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685033525991.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fc95a2b90-754a-4284-abe2-8f44848af701%2F1685033525991.jpg,97,ESCA_plot,62,241008516,c95a2b90-754a-4284-abe2-8f44848af701,2023-05-25 20:04:28,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685122376937.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F6de33fec-b424-4086-9922-e68c6b948022%2F1685122376937.jpg,98,ESCA_plot,63,241318686,6de33fec-b424-4086-9922-e68c6b948022,2023-05-26 20:26:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685129014409.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F81c82013-6ae7-4e4c-961d-cf5a59afadbb%2F1685129014409.jpg,99,ESCA_plot,64,241318701,81c82013-6ae7-4e4c-961d-cf5a59afadbb,2023-05-26 20:27:04,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685472546278.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fa9847500-e2de-457e-b45b-c3c1ee4de08b%2F1685472546278.jpg,100,ESCA_plot,65,242318874,a9847500-e2de-457e-b45b-c3c1ee4de08b,2023-05-30 23:40:22,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685482879759.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F7a4af4f8-58e9-4bf5-99f1-612da9f1112f%2F1685482879759.jpg,101,ESCA_plot,66,242318891,7a4af4f8-58e9-4bf5-99f1-612da9f1112f,2023-05-30 23:40:42,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685546508420.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fad23e6b1-3f5d-4a13-9470-f493bb9338ea%2F1685546508420.jpg,102,ESCA_plot,67,242612588,ad23e6b1-3f5d-4a13-9470-f493bb9338ea,2023-05-31 21:54:05,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685550687274.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F63aefddf-ae62-4ef4-8d65-8427b6bddf78%2F1685550687274.jpg,103,ESCA_plot,68,242612605,63aefddf-ae62-4ef4-8d65-8427b6bddf78,2023-05-31 21:54:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685562725255.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fa9558502-003f-4433-ba56-f1f7813670ef%2F1685562725255.jpg,104,ESCA_plot,69,242612615,a9558502-003f-4433-ba56-f1f7813670ef,2023-05-31 21:54:37,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685638282111.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fd3a92cdf-fb23-49dd-afba-45ca1c3f04e8%2F1685638282111.jpg,105,ESCA_plot,70,242872182,d3a92cdf-fb23-49dd-afba-45ca1c3f04e8,2023-06-01 21:11:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685638291764.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fd3a92cdf-fb23-49dd-afba-45ca1c3f04e8%2F1685638291764.jpg,106,ESCA_plot,70,242872182,d3a92cdf-fb23-49dd-afba-45ca1c3f04e8,2023-06-01 21:11:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685643543679.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fb30c170a-bf8a-490a-9e11-56f124ac1d66%2F1685643543679.jpg,107,ESCA_plot,71,242872207,b30c170a-bf8a-490a-9e11-56f124ac1d66,2023-06-01 21:11:46,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685721046708.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fdb1291ad-7357-45f9-84ac-9baf7adafa86%2F1685721046708.jpg,108,ESCA_plot,72,243103348,db1291ad-7357-45f9-84ac-9baf7adafa86,2023-06-02 20:13:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685731327476.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F735f5298-066e-47cc-9970-20688b2d8831%2F1685731327476.jpg,109,ESCA_plot,73,243103379,735f5298-066e-47cc-9970-20688b2d8831,2023-06-02 20:13:26,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685731342531.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F735f5298-066e-47cc-9970-20688b2d8831%2F1685731342531.jpg,110,ESCA_plot,73,243103379,735f5298-066e-47cc-9970-20688b2d8831,2023-06-02 20:13:26,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685986288532.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F2d5e866b-8be9-4b52-b1b2-439aa85d517a%2F1685986288532.jpg,111,ESCA_plot,74,243683689,2d5e866b-8be9-4b52-b1b2-439aa85d517a,2023-06-05 20:34:57,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1685986309461.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F2d5e866b-8be9-4b52-b1b2-439aa85d517a%2F1685986309461.jpg,112,ESCA_plot,74,243683689,2d5e866b-8be9-4b52-b1b2-439aa85d517a,2023-06-05 20:34:57,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686061395298.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F87d95699-cb37-4fc5-bc40-271fad93ec43%2F1686061395298.jpg,113,ESCA_plot,76,243952792,87d95699-cb37-4fc5-bc40-271fad93ec43,2023-06-06 19:44:21,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686067619980.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Faabfa064-7fff-4ed1-8b79-01ec854a8e1c%2F1686067619980.jpg,114,ESCA_plot,77,243952818,aabfa064-7fff-4ed1-8b79-01ec854a8e1c,2023-06-06 19:44:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686067630496.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Faabfa064-7fff-4ed1-8b79-01ec854a8e1c%2F1686067630496.jpg,115,ESCA_plot,77,243952818,aabfa064-7fff-4ed1-8b79-01ec854a8e1c,2023-06-06 19:44:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686150613248.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fa1542491-3450-4bc7-b715-27cf1fc4cb9a%2F1686150613248.jpg,116,ESCA_plot,78,244537285,a1542491-3450-4bc7-b715-27cf1fc4cb9a,2023-06-08 21:43:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686150622454.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fa1542491-3450-4bc7-b715-27cf1fc4cb9a%2F1686150622454.jpg,117,ESCA_plot,78,244537285,a1542491-3450-4bc7-b715-27cf1fc4cb9a,2023-06-08 21:43:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686238263348.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F60a9e7cc-e7d5-493f-9e3f-69985fa9d883%2F1686238263348.jpg,118,ESCA_plot,79,244537382,60a9e7cc-e7d5-493f-9e3f-69985fa9d883,2023-06-08 21:44:11,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686246962839.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F488d3798-65d6-46c0-904b-80792875eab7%2F1686246962839.jpg,119,ESCA_plot,80,244537385,488d3798-65d6-46c0-904b-80792875eab7,2023-06-08 21:44:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686246999284.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F488d3798-65d6-46c0-904b-80792875eab7%2F1686246999284.jpg,120,ESCA_plot,80,244537385,488d3798-65d6-46c0-904b-80792875eab7,2023-06-08 21:44:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686254734375.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F2f07beb0-d44a-4f2a-9caa-4fb5cbe52047%2F1686254734375.jpg,121,ESCA_plot,81,244537395,2f07beb0-d44a-4f2a-9caa-4fb5cbe52047,2023-06-08 21:44:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686327943431.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F47b65d9a-77a7-48a7-8afe-552944c024c7%2F1686327943431.jpg,122,ESCA_plot,82,244783179,47b65d9a-77a7-48a7-8afe-552944c024c7,2023-06-09 22:05:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686327971719.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F47b65d9a-77a7-48a7-8afe-552944c024c7%2F1686327971719.jpg,123,ESCA_plot,82,244783179,47b65d9a-77a7-48a7-8afe-552944c024c7,2023-06-09 22:05:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686341698369.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fcee1cdc5-94ca-4acc-b9ce-d8434474011e%2F1686341698369.jpg,124,ESCA_plot,83,244783306,cee1cdc5-94ca-4acc-b9ce-d8434474011e,2023-06-09 22:06:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686585276677.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F2a987269-2f98-478f-ab23-9040b63d056c%2F1686585276677.jpg,125,ESCA_plot,84,245354327,2a987269-2f98-478f-ab23-9040b63d056c,2023-06-12 21:59:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686596304985.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2F3370fc10-39ef-42ad-b38c-8a47963c83f9%2F1686596304985.jpg,126,ESCA_plot,85,245354346,3370fc10-39ef-42ad-b38c-8a47963c83f9,2023-06-12 21:59:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686678543845.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fac05d9ef-7092-4deb-9f23-6f82aea22285%2F1686678543845.jpg,127,ESCA_plot,86,245604260,ac05d9ef-7092-4deb-9f23-6f82aea22285,2023-06-13 19:11:41,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
1686678577357.jpg,https://kc.kobotoolbox.org/media/original?media_file=caplter%2Fattachments%2Ff966f23ddfaf47f0a2371454da92b702%2Fac05d9ef-7092-4deb-9f23-6f82aea22285%2F1686678577357.jpg,128,ESCA_plot,86,245604260,ac05d9ef-7092-4deb-9f23-6f82aea22285,2023-06-13 19:11:41,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
